,title,year_published,min_players,max_players,play_time,pt_min,pt_max,age,categories,mechanics,subdomain,num_honors
324856,The Crew: Mission Deep Sea,2021,2,5,20,20,20,10,"['Card Game', 'Nautical', 'Science Fiction']","['Communication Limits', 'Cooperative Game', 'Hand Management', 'Scenario / Mission / Campaign Game', 'Trick-taking']",Family Games,5
341169,Great Western Trail (Second Edition),2021,1,4,150,75,150,12,"['American West', 'Animals', 'Economic']","['Deck, Bag, and Pool Building', 'Hand Management', 'Ownership', 'Set Collection', 'Solo / Solitaire Game', 'Track Movement', 'Variable Set-up']",Strategy Games,0
175914,Food Chain Magnate,2015,2,5,240,120,240,14,"['Economic', 'Industry / Manufacturing']","['Deck, Bag, and Pool Building', 'Delayed Purchase', 'Income', 'Market', 'Modular Board', 'Open Drafting', 'Simultaneous Action Selection', 'Victory Points as a Resource']",Strategy Games,12
192135,Too Many Bones,2017,1,4,120,60,120,12,"['Adventure', 'Dice', 'Fantasy', 'Fighting']","['Cooperative Game', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Die Icon Resolution', 'Hand Management', 'Resource to Move', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Stat Check Resolution', 'Tech Trees / Tech Tracks', 'Turn Order: Role Order', 'Variable Player Powers']",Strategy Games,4
256960,Pax Pamir: Second Edition,2019,1,5,120,45,120,13,"['Economic', 'Educational', 'Negotiation', 'Political', 'Post-Napoleonic', 'Spies/Secret Agents']","['Action Points', 'Area Majority / Influence', 'Area Movement', 'Auction: Dutch', 'Hand Management', 'Increase Value of Unchosen Resources', 'Negotiation', 'Open Drafting', 'Score-and-Reset Game', 'Simulation', 'Solo / Solitaire Game']",Strategy Games,16
285774,Marvel Champions: The Card Game,2019,1,4,90,45,90,14,"['Card Game', 'Collectible Components', 'Comic Book / Strip']","['Cooperative Game', 'Deck Construction', 'Hand Management', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Variable Player Powers', 'Variable Set-up']",Customizable Games,12
3076,Puerto Rico,2002,3,5,150,90,150,12,"['City Building', 'Economic', 'Farming']","['Action Drafting', 'End Game Bonuses', 'Follow', 'Hidden Victory Points', 'Increase Value of Unchosen Resources', 'Turn Order: Progressive', 'Variable Phase Order']",Strategy Games,19
247763,Underwater Cities,2018,1,4,150,80,150,12,"['Card Game', 'City Building', 'Civilization', 'Industry / Manufacturing', 'Nautical', 'Science Fiction']","['End Game Bonuses', 'Hand Management', 'Income', 'Network and Route Building', 'Solo / Solitaire Game', 'Turn Order: Stat-Based', 'Worker Placement']",Strategy Games,15
102794,Caverna: The Cave Farmers,2013,1,7,210,30,210,12,"['Animals', 'Economic', 'Fantasy', 'Farming']","['Automatic Resource Growth', 'Increase Value of Unchosen Resources', 'Solo / Solitaire Game', 'Tile Placement', 'Turn Order: Claim Action', 'Worker Placement']",Strategy Games,14
170216,Blood Rage,2015,2,4,90,60,90,14,"['Fantasy', 'Fighting', 'Miniatures', 'Mythology']","['Action Points', 'Area Majority / Influence', 'Area Movement', 'Card Play Conflict Resolution', 'Closed Drafting', 'Hand Management', 'Map Reduction', 'Memory', 'Open Drafting', 'Simultaneous Action Selection']",Strategy Games,19
31260,Agricola,2007,1,5,150,30,150,12,"['Animals', 'Economic', 'Farming']","['Automatic Resource Growth', 'Closed Drafting', 'Enclosure', 'Hand Management', 'Increase Value of Unchosen Resources', 'Solo / Solitaire Game', 'Turn Order: Claim Action', 'Variable Player Powers', 'Worker Placement']",Strategy Games,36
185343,Anachrony,2017,1,4,120,30,120,15,"['Economic', 'Science Fiction']","['Dice Rolling', 'Solo / Solitaire Game', 'Turn Order: Claim Action', 'Variable Player Powers', 'Worker Placement', 'Worker Placement, Different Worker Types']",Strategy Games,9
295947,Cascadia,2021,1,4,45,30,45,10,"['Animals', 'Environmental', 'Puzzle']","['End Game Bonuses', 'Hexagon Grid', 'Open Drafting', 'Pattern Building', 'Solo / Solitaire Game', 'Tile Placement', 'Variable Set-up', 'Victory Points as a Resource']",Abstract Games,17
184267,On Mars,2020,1,4,150,90,150,14,"['City Building', 'Economic', 'Exploration', 'Science Fiction', 'Space Exploration', 'Territory Building']","['Closed Drafting', 'Contracts', 'Delayed Purchase', 'End Game Bonuses', 'Hand Management', 'Hexagon Grid', 'Income', 'Movement Points', 'Moving Multiple Units', 'Set Collection', 'Solo / Solitaire Game', 'Tech Trees / Tech Tracks', 'Tile Placement', 'Variable Phase Order', 'Worker Placement']",Strategy Games,16
221107,Pandemic Legacy: Season 2,2017,2,4,60,60,60,14,"['Environmental', 'Exploration', 'Medical', 'Science Fiction']","['Cooperative Game', 'Hand Management', 'Legacy Game', 'Pick-up and Deliver', 'Point to Point Movement', 'Set Collection', 'Tags', 'Trading', 'Variable Player Powers']",Strategy Games,10
205059,Mansions of Madness: Second Edition,2016,1,5,180,120,180,14,"['Adventure', 'Exploration', 'Fighting', 'Horror', 'Miniatures', 'Murder/Mystery', 'Puzzle']","['Area Movement', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Map Addition', 'Modular Board', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Stat Check Resolution', 'Traitor Game', 'Variable Player Powers']",Thematic Games,9
276025,Maracaibo,2019,1,4,120,30,120,12,"['Economic', 'Exploration', 'Pirates']","['Contracts', 'End Game Bonuses', 'Events', 'Hand Management', 'Income', 'Movement Points', 'Narrative Choice / Paragraph', 'Point to Point Movement', 'Scenario / Mission / Campaign Game', 'Set Collection', 'Solo / Solitaire Game', 'Stock Holding', 'Tech Trees / Tech Tracks', 'Track Movement', 'Variable Set-up']",Strategy Games,13
314040,Pandemic Legacy: Season 0,2020,2,4,60,45,60,14,['Spies/Secret Agents'],"['Action Points', 'Cooperative Game', 'Hand Management', 'Legacy Game', 'Point to Point Movement', 'Scenario / Mission / Campaign Game', 'Set Collection', 'Tags', 'Trading', 'Variable Player Powers']",Strategy Games,5
521,Crokinole,1876,2,4,30,30,30,8,['Action / Dexterity'],"['Flicking', 'Team-Based Game']",Family Games,0
126163,Tzolk'in: The Mayan Calendar,2012,2,4,90,90,90,13,"['Ancient', 'Civilization', 'Economic', 'Farming', 'Mythology']","['Bias', 'End Game Bonuses', 'Turn Order: Claim Action', 'Worker Placement']",Strategy Games,26
2651,Power Grid,2004,2,6,120,120,120,12,"['Economic', 'Industry / Manufacturing']","['Auction/Bidding', 'Auction: Turn Order Until Pass', 'Catch the Leader', 'Income', 'Market', 'Network and Route Building', 'Turn Order: Stat-Based', 'Variable Set-up']",Strategy Games,20
255984,Sleeping Gods,2021,1,4,1200,60,1200,13,"['Adventure', 'Exploration', 'Fantasy', 'Nautical']","['Action Points', 'Cooperative Game', 'Events', 'Hand Management', 'Narrative Choice / Paragraph', 'Push Your Luck', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Storytelling']",Thematic Games,13
161533,Lisboa,2017,1,4,120,60,120,12,"['City Building', 'Economic', 'Industry / Manufacturing', 'Political']","['Area Majority / Influence', 'Hand Management', 'Open Drafting', 'Solo / Solitaire Game', 'Tile Placement']",Strategy Games,21
284083,The Crew: The Quest for Planet Nine,2019,2,5,20,20,20,10,"['Card Game', 'Science Fiction', 'Space Exploration']","['Communication Limits', 'Cooperative Game', 'Hand Management', 'Scenario / Mission / Campaign Game', 'Trick-taking']",Family Games,35
284378,Kanban EV,2020,1,4,180,60,180,14,"['Economic', 'Industry / Manufacturing']","['Action Points', 'Hand Management', 'Variable Phase Order', 'Worker Placement']",Strategy Games,7
216132,Clans of Caledonia,2017,1,4,120,30,120,12,"['Economic', 'Farming']","['Commodity Speculation', 'Contracts', 'Market', 'Modular Board', 'Network and Route Building', 'Solo / Solitaire Game', 'Turn Order: Pass Order', 'Variable Player Powers']",Strategy Games,14
244521,The Quacks of Quedlinburg,2018,2,4,45,45,45,10,['Medieval'],"['Catch the Leader', 'Deck, Bag, and Pool Building', 'Delayed Purchase', 'Dice Rolling', 'Events', 'Market', 'Push Your Luck', 'Simultaneous Action Selection', 'Variable Set-up']",Family Games,25
35677,Le Havre,2008,1,5,150,30,150,12,"['City Building', 'Economic', 'Industry / Manufacturing', 'Nautical']","['Automatic Resource Growth', 'End Game Bonuses', 'Increase Value of Unchosen Resources', 'Loans', 'Ownership', 'Solo / Solitaire Game', 'Worker Placement']",Strategy Games,21
164153,Star Wars: Imperial Assault,2014,1,5,120,60,120,14,"['Adventure', 'Exploration', 'Fighting', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction', 'Wargame']","['Dice Rolling', 'Die Icon Resolution', 'Grid Movement', 'Line of Sight', 'Modular Board', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Square Grid', 'Team-Based Game', 'Variable Player Powers']",Thematic Games,13
209010,Mechs vs. Minions,2016,2,4,120,60,120,14,"['Fantasy', 'Fighting', 'Miniatures', 'Video Game Theme']","['Action Queue', 'Bias', 'Cooperative Game', 'Dice Rolling', 'Modular Board', 'Open Drafting', 'Programmed Movement', 'Role Playing', 'Slide/Push', 'Variable Player Powers']",Strategy Games,14
125153,The Gallerist,2015,1,4,150,60,150,13,['Economic'],"['Commodity Speculation', 'Investment', 'Set Collection', 'Solo / Solitaire Game', 'Victory Points as a Resource', 'Worker Placement']",Strategy Games,11
266810,Paladins of the West Kingdom,2019,1,4,120,90,120,12,['Medieval'],"['End Game Bonuses', 'Market', 'Open Drafting', 'Solo / Solitaire Game', 'Worker Placement', 'Worker Placement, Different Worker Types']",Strategy Games,7
55690,Kingdom Death: Monster,2015,1,4,180,60,180,17,"['Adventure', 'Fantasy', 'Horror', 'Mature / Adult', 'Miniatures', 'Mythology']","['Cooperative Game', 'Critical Hits and Failures', 'Dice Rolling', 'Grid Movement', 'Role Playing', 'Solo / Solitaire Game', 'Storytelling']",Thematic Games,6
124742,Android: Netrunner,2012,2,2,45,45,45,14,"['Bluffing', 'Card Game', 'Collectible Components', 'Science Fiction']","['Action Points', 'Deck Construction', 'Hand Management', 'Race', 'Secret Unit Deployment', 'Take That', 'Variable Player Powers']",Customizable Games,12
182874,Grand Austria Hotel,2015,2,4,120,60,120,12,['Economic'],"['Action Drafting', 'Contracts', 'Dice Rolling', 'End Game Bonuses', 'Hand Management', 'Set Collection', 'Variable Set-up']",Strategy Games,6
230802,Azul,2017,2,4,45,30,45,8,"['Abstract Strategy', 'Puzzle', 'Renaissance']","['End Game Bonuses', 'Open Drafting', 'Pattern Building', 'Tile Placement', 'Turn Order: Claim Action']",Abstract Games,47
72125,Eclipse,2011,2,6,180,60,180,14,"['Civilization', 'Fighting', 'Science Fiction', 'Space Exploration', 'Wargame']","['Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Map Addition', 'Modular Board', 'Player Elimination', 'Tile Placement', 'Variable Phase Order', 'Variable Player Powers']",Strategy Games,21
28143,Race for the Galaxy,2007,2,4,60,30,60,12,"['Card Game', 'Civilization', 'Economic', 'Science Fiction', 'Space Exploration']","['Follow', 'Hand Management', 'Income', 'Market', 'Multi-Use Cards', 'Set Collection', 'Simultaneous Action Selection', 'Tags', 'Turn Order: Role Order', 'Variable Phase Order', 'Variable Player Powers']",Strategy Games,16
191189,Aeon's End,2016,1,4,60,60,60,14,"['Card Game', 'Fantasy', 'Fighting', 'Science Fiction']","['Chit-Pull System', 'Cooperative Game', 'Deck, Bag, and Pool Building', 'Delayed Purchase', 'Hand Management', 'Open Drafting', 'Solo / Solitaire Game', 'Variable Phase Order', 'Variable Player Powers', 'Variable Set-up']",Strategy Games,8
201808,Clank!: A Deck-Building Adventure,2016,2,4,60,30,60,12,"['Adventure', 'Fantasy']","['Action Points', 'Deck, Bag, and Pool Building', 'Delayed Purchase', 'End Game Bonuses', 'Movement Points', 'Open Drafting', 'Player Elimination', 'Point to Point Movement', 'Push Your Luck', 'Variable Set-up']",Family Games,16
157354,Five Tribes,2014,2,4,80,40,80,13,"['Arabian', 'Fantasy', 'Mythology']","['Auction/Bidding', 'Constrained Bidding', 'End Game Bonuses', 'Hidden Victory Points', 'Mancala', 'Modular Board', 'Set Collection', 'Square Grid', 'Take That', 'Turn Order: Auction', 'Variable Player Powers', 'Variable Set-up', 'Victory Points as a Resource']",Strategy Games,20
200680,Agricola (Revised Edition),2016,1,4,120,30,120,12,"['Animals', 'Economic', 'Farming']","['Enclosure', 'Hand Management', 'Worker Placement', 'Advantage Token', 'Automatic Resource Growth', 'Closed Drafting', 'Increase Value of Unchosen Resources', 'Solo / Solitaire Game', 'Team-Based Game', 'Turn Order: Claim Action', 'Variable Player Powers']",Strategy Games,0
253344,Cthulhu: Death May Die,2019,1,5,120,90,120,14,"['Fantasy', 'Fighting', 'Horror', 'Miniatures', 'Novel-based']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Variable Player Powers']",Thematic Games,7
25613,Through the Ages: A Story of Civilization,2006,2,4,120,120,120,12,"['Civilization', 'Economic']","['Action Points', 'Auction/Bidding', 'Auction: Dutch', 'Hand Management', 'Open Drafting']",Strategy Games,13
159675,Fields of Arle,2014,1,2,120,60,120,13,"['Economic', 'Farming', 'Industry / Manufacturing']","['Automatic Resource Growth', 'Highest-Lowest Scoring', 'Income', 'Set Collection', 'Solo / Solitaire Game', 'Turn Order: Claim Action', 'Turn Order: Progressive', 'Worker Placement']",Strategy Games,7
229853,Teotihuacan: City of Gods,2018,1,4,120,90,120,14,['Ancient'],"['Area Movement', 'Rondel', 'Set Collection', 'Solo / Solitaire Game', 'Tile Placement', 'Track Movement', 'Variable Set-up', 'Worker Placement with Dice Workers']",Strategy Games,20
121921,Robinson Crusoe: Adventures on the Cursed Island,2012,1,4,120,60,120,14,"['Adventure', 'Exploration', 'Fighting', 'Novel-based', 'Territory Building']","['Action Queue', 'Area Movement', 'Cooperative Game', 'Dice Rolling', 'Die Icon Resolution', 'Events', 'Hexagon Grid', 'Map Addition', 'Movement Points', 'Narrative Choice / Paragraph', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Tile Placement', 'Turn Order: Progressive', 'Variable Player Powers', 'Worker Placement']",Thematic Games,9
110327,Lords of Waterdeep,2012,2,5,120,60,120,12,"['City Building', 'Fantasy']","['Contracts', 'Hidden Roles', 'Increase Value of Unchosen Resources', 'Ownership', 'Set Collection', 'Take That', 'Turn Order: Claim Action', 'Worker Placement']",Strategy Games,11
