,title,rating,year_published,min_players,max_players,play_time,pt_min,pt_max,age,complexity,categories,mechanics,subdomain,num_honors
162886,Spirit Island,8.15123,2017,1,4,120,90,120,13,4.0602,"['Fantasy', 'Fighting', 'Mythology', 'Territory Building']","['Action Retrieval', 'Area Majority / Influence', 'Automatic Resource Growth', 'Campaign / Battle Card Driven', 'Cooperative Game', 'Hand Management', 'Modular Board', 'Set Collection', 'Simultaneous Action Selection', 'Solo / Solitaire Game', 'Tags', 'Variable Player Powers', 'Variable Set-up']",Strategy Games,15
220308,Gaia Project,8.14454,2017,1,4,150,60,150,12,4.3907,"['Civilization', 'Economic', 'Miniatures', 'Science Fiction', 'Space Exploration', 'Territory Building']","['End Game Bonuses', 'Hexagon Grid', 'Income', 'Modular Board', 'Network and Route Building', 'Solo / Solitaire Game', 'Tags', 'Tech Trees / Tech Tracks', 'Turn Order: Pass Order', 'Variable Player Powers', 'Variable Set-up', 'Victory Points as a Resource']",Strategy Games,14
182028,Through the Ages: A New Story of Civilization,8.09223,2015,2,4,120,120,120,14,4.4319,"['Card Game', 'Civilization', 'Economic']","['Action Points', 'Auction/Bidding', 'Auction: Dutch', 'Events', 'Income', 'Open Drafting', 'Take That']",Strategy Games,3
12333,Twilight Struggle,8.08493,2005,2,2,180,120,180,13,3.6015,"['Modern Warfare', 'Political', 'Wargame']","['Action/Event', 'Advantage Token', 'Area Majority / Influence', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Events', 'Hand Management', 'Simulation', 'Simultaneous Action Selection', 'Sudden Death Ending', 'Tug of War']",Strategy Games,13
193738,Great Western Trail,8.07296,2016,2,4,150,75,150,12,3.704,"['American West', 'Animals', 'Economic']","['Deck, Bag, and Pool Building', 'Hand Management', 'Ownership', 'Set Collection', 'Track Movement', 'Variable Set-up']",Strategy Games,30
169786,Scythe,8.02211,2016,1,5,115,90,115,14,3.4353,"['Economic', 'Fighting', 'Science Fiction', 'Territory Building']","['Card Play Conflict Resolution', 'Contracts', 'End Game Bonuses', 'Force Commitment', 'Grid Movement', 'Hexagon Grid', 'King of the Hill', 'Movement Points', 'Solo / Solitaire Game', 'Take That', 'Tech Trees / Tech Tracks', 'Variable Player Powers', 'Variable Set-up', 'Victory Points as a Resource', 'Zone of Control']",Strategy Games,33
84876,The Castles of Burgundy,8.00594,2011,2,4,90,30,90,12,2.9903,"['Dice', 'Medieval', 'Territory Building']","['Dice Rolling', 'End Game Bonuses', 'Grid Coverage', 'Hexagon Grid', 'Pattern Building', 'Tile Placement', 'Turn Order: Stat-Based', 'Variable Set-up', 'Worker Placement with Dice Workers']",Strategy Games,14
173346,7 Wonders Duel,7.97566,2015,2,2,30,30,30,10,2.2251,"['Ancient', 'Card Game', 'City Building', 'Civilization', 'Economic']","['End Game Bonuses', 'Income', 'Layering', 'Market', 'Modular Board', 'Multi-Use Cards', 'Once-Per-Game Abilities', 'Open Drafting', 'Set Collection', 'Sudden Death Ending', 'Tags', 'Tech Trees / Tech Tracks', 'Tug of War', 'Variable Player Powers', 'Variable Set-up', 'Victory Points as a Resource']",Strategy Games,24
167355,Nemesis,7.97061,2018,1,5,180,90,180,12,3.4251,"['Adventure', 'Horror', 'Miniatures', 'Science Fiction']","['Campaign / Battle Card Driven', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Hidden Roles', 'Modular Board', 'Player Elimination', 'Semi-Cooperative Game', 'Solo / Solitaire Game', 'Team-Based Game', 'Traitor Game', 'Variable Player Powers']",Thematic Games,11
28720,Brass: Lancashire,7.96725,2007,2,4,120,60,120,14,3.8599,"['Economic', 'Industry / Manufacturing', 'Post-Napoleonic', 'Transportation']","['Hand Management', 'Income', 'Loans', 'Market', 'Network and Route Building', 'Tech Trees / Tech Tracks', 'Turn Order: Stat-Based']",Strategy Games,7
124361,Concordia,7.95598,2013,2,5,100,100,100,13,2.9986,"['Ancient', 'Economic', 'Nautical']","['Action Retrieval', 'Advantage Token', 'Auction: Dutch', 'Deck, Bag, and Pool Building', 'End Game Bonuses', 'Hand Management', 'Hidden Victory Points', 'Movement Points', 'Open Drafting', 'Point to Point Movement', 'Set Collection', 'Variable Set-up']",Strategy Games,11
246900,Eclipse: Second Dawn for the Galaxy,7.95045,2020,2,6,200,60,200,14,3.6213,"['Civilization', 'Science Fiction', 'Space Exploration', 'Wargame']","['Alliances', 'Area-Impulse', 'Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Income', 'Modular Board', 'Passed Action Token', 'Tech Trees / Tech Tracks', 'Variable Player Powers']",Strategy Games,4
177736,A Feast for Odin,7.94599,2016,1,4,120,30,120,12,3.8567,"['Economic', 'Farming', 'Industry / Manufacturing', 'Medieval', 'Puzzle']","['Automatic Resource Growth', 'Dice Rolling', 'Grid Coverage', 'Income', 'Push Your Luck', 'Solo / Solitaire Game', 'Tile Placement', 'Turn Order: Pass Order', 'Worker Placement']",Strategy Games,9
266507,Clank!: Legacy – Acquisitions Incorporated,7.9393,2019,2,4,120,90,120,13,2.7273,"['Adventure', 'Fantasy', 'Miniatures']","['Deck, Bag, and Pool Building', 'Delayed Purchase', 'End Game Bonuses', 'Events', 'Legacy Game', 'Map Addition', 'Movement Points', 'Narrative Choice / Paragraph', 'Once-Per-Game Abilities', 'Open Drafting', 'Pick-up and Deliver', 'Player Elimination', 'Point to Point Movement', 'Push Your Luck', 'Scenario / Mission / Campaign Game', 'Set Collection', 'Variable Player Powers', 'Variable Set-up']",Thematic Games,3
266192,Wingspan,7.9296,2019,1,5,70,40,70,10,2.456,"['Animals', 'Card Game', 'Educational']","['Contracts', 'Dice Rolling', 'End Game Bonuses', 'Hand Management', 'Once-Per-Game Abilities', 'Open Drafting', 'Set Collection', 'Solo / Solitaire Game', 'Turn Order: Progressive']",Family Games,42
120677,Terra Mystica,7.92599,2012,2,5,150,60,150,12,3.973,"['Civilization', 'Economic', 'Fantasy', 'Territory Building']","['End Game Bonuses', 'Hexagon Grid', 'Income', 'Increase Value of Unchosen Resources', 'Network and Route Building', 'Tech Trees / Tech Tracks', 'Turn Order: Pass Order', 'Variable Player Powers', 'Variable Set-up', 'Victory Points as a Resource']",Strategy Games,29
205637,Arkham Horror: The Card Game,7.91327,2016,1,2,120,60,120,14,3.5253,"['Adventure', 'Card Game', 'Collectible Components', 'Exploration', 'Horror', 'Novel-based']","['Action Points', 'Area Movement', 'Communication Limits', 'Cooperative Game', 'Deck Construction', 'Events', 'Hand Management', 'Map Deformation', 'Modular Board', 'Push Your Luck', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Stat Check Resolution', 'Variable Player Powers']",Customizable Games,15
237182,Root,7.88991,2018,2,4,90,60,90,10,3.7581,"['Animals', 'Fantasy', 'Wargame']","['Action Queue', 'Action Retrieval', 'Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Hand Management', 'Point to Point Movement', 'Race', 'Sudden Death Ending', 'Variable Player Powers', 'Variable Set-up']",Strategy Games,35
312484,Lost Ruins of Arnak,7.88496,2020,1,4,120,30,120,12,2.9021,"['Adventure', 'Exploration', 'Travel']","['Contracts', 'Deck, Bag, and Pool Building', 'Market', 'Multi-Use Cards', 'Once-Per-Game Abilities', 'Resource to Move', 'Solo / Solitaire Game', 'Turn Order: Progressive', 'Worker Placement']",Family Games,31
164928,Orléans,7.87725,2014,2,4,90,90,90,12,3.0255,"['Medieval', 'Religious', 'Travel']","['Contracts', 'Deck, Bag, and Pool Building', 'End Game Bonuses', 'Events', 'Point to Point Movement', 'Simultaneous Action Selection', 'Tech Trees / Tech Tracks', 'Turn Order: Progressive', 'Variable Set-up']",Strategy Games,18
199792,Everdell,7.87062,2018,1,4,80,40,80,13,2.802,"['Animals', 'Card Game', 'City Building', 'Fantasy']","['Contracts', 'End Game Bonuses', 'Hand Management', 'Income', 'Open Drafting', 'Ownership', 'Set Collection', 'Solo / Solitaire Game', 'Variable Set-up', 'Worker Placement']",Family Games,20
183394,Viticulture Essential Edition,7.8644,2015,1,6,90,45,90,13,2.8903,"['Economic', 'Farming']","['Contracts', 'Hand Management', 'Solo / Solitaire Game', 'Turn Order: Auction', 'Victory Points as a Resource', 'Worker Placement', 'Worker Placement, Different Worker Types']",Strategy Games,1
96848,Mage Knight Board Game,7.86352,2011,1,4,240,60,240,14,4.3482,"['Adventure', 'Exploration', 'Fantasy', 'Fighting']","['Card Play Conflict Resolution', 'Cooperative Game', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Hexagon Grid', 'Modular Board', 'Open Drafting', 'Role Playing', 'Solo / Solitaire Game', 'Variable Player Powers']",Strategy Games,12
251247,Barrage,7.83914,2019,1,4,120,60,120,14,4.0838,"['Economic', 'Environmental', 'Industry / Manufacturing']","['Action Retrieval', 'Contracts', 'End Game Bonuses', 'Income', 'Network and Route Building', 'Ownership', 'Solo / Solitaire Game', 'Turn Order: Stat-Based', 'Variable Player Powers', 'Variable Set-up', 'Worker Placement']",Strategy Games,25
324856,The Crew: Mission Deep Sea,7.83459,2021,2,5,20,20,20,10,2.0396,"['Card Game', 'Nautical', 'Science Fiction']","['Communication Limits', 'Cooperative Game', 'Hand Management', 'Scenario / Mission / Campaign Game', 'Trick-taking']",Family Games,5
341169,Great Western Trail (Second Edition),7.83157,2021,1,4,150,75,150,12,3.7108,"['American West', 'Animals', 'Economic']","['Deck, Bag, and Pool Building', 'Hand Management', 'Ownership', 'Set Collection', 'Solo / Solitaire Game', 'Track Movement', 'Variable Set-up']",Strategy Games,0
175914,Food Chain Magnate,7.82144,2015,2,5,240,120,240,14,4.2084,"['Economic', 'Industry / Manufacturing']","['Deck, Bag, and Pool Building', 'Delayed Purchase', 'Income', 'Market', 'Modular Board', 'Open Drafting', 'Simultaneous Action Selection', 'Victory Points as a Resource']",Strategy Games,12
192135,Too Many Bones,7.81544,2017,1,4,120,60,120,12,3.8564,"['Adventure', 'Dice', 'Fantasy', 'Fighting']","['Cooperative Game', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Die Icon Resolution', 'Hand Management', 'Resource to Move', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Stat Check Resolution', 'Tech Trees / Tech Tracks', 'Turn Order: Role Order', 'Variable Player Powers']",Strategy Games,4
256960,Pax Pamir: Second Edition,7.80625,2019,1,5,120,45,120,13,3.846,"['Economic', 'Educational', 'Negotiation', 'Political', 'Post-Napoleonic', 'Spies/Secret Agents']","['Action Points', 'Area Majority / Influence', 'Area Movement', 'Auction: Dutch', 'Hand Management', 'Increase Value of Unchosen Resources', 'Negotiation', 'Open Drafting', 'Score-and-Reset Game', 'Simulation', 'Solo / Solitaire Game']",Strategy Games,16
285774,Marvel Champions: The Card Game,7.80571,2019,1,4,90,45,90,14,2.9181,"['Card Game', 'Collectible Components', 'Comic Book / Strip']","['Cooperative Game', 'Deck Construction', 'Hand Management', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Variable Player Powers', 'Variable Set-up']",Customizable Games,12
3076,Puerto Rico,7.79965,2002,3,5,150,90,150,12,3.2726,"['City Building', 'Economic', 'Farming']","['Action Drafting', 'End Game Bonuses', 'Follow', 'Hidden Victory Points', 'Increase Value of Unchosen Resources', 'Turn Order: Progressive', 'Variable Phase Order']",Strategy Games,19
247763,Underwater Cities,7.79066,2018,1,4,150,80,150,12,3.6026,"['Card Game', 'City Building', 'Civilization', 'Industry / Manufacturing', 'Nautical', 'Science Fiction']","['End Game Bonuses', 'Hand Management', 'Income', 'Network and Route Building', 'Solo / Solitaire Game', 'Turn Order: Stat-Based', 'Worker Placement']",Strategy Games,15
102794,Caverna: The Cave Farmers,7.78912,2013,1,7,210,30,210,12,3.7793,"['Animals', 'Economic', 'Fantasy', 'Farming']","['Automatic Resource Growth', 'Increase Value of Unchosen Resources', 'Solo / Solitaire Game', 'Tile Placement', 'Turn Order: Claim Action', 'Worker Placement']",Strategy Games,14
170216,Blood Rage,7.78212,2015,2,4,90,60,90,14,2.8754,"['Fantasy', 'Fighting', 'Miniatures', 'Mythology']","['Action Points', 'Area Majority / Influence', 'Area Movement', 'Card Play Conflict Resolution', 'Closed Drafting', 'Hand Management', 'Map Reduction', 'Memory', 'Open Drafting', 'Simultaneous Action Selection']",Strategy Games,19
31260,Agricola,7.7719,2007,1,5,150,30,150,12,3.6369,"['Animals', 'Economic', 'Farming']","['Automatic Resource Growth', 'Closed Drafting', 'Enclosure', 'Hand Management', 'Increase Value of Unchosen Resources', 'Solo / Solitaire Game', 'Turn Order: Claim Action', 'Variable Player Powers', 'Worker Placement']",Strategy Games,36
185343,Anachrony,7.77056,2017,1,4,120,30,120,15,4.0188,"['Economic', 'Science Fiction']","['Dice Rolling', 'Solo / Solitaire Game', 'Turn Order: Claim Action', 'Variable Player Powers', 'Worker Placement', 'Worker Placement, Different Worker Types']",Strategy Games,9
295947,Cascadia,7.75166,2021,1,4,45,30,45,10,1.8229,"['Animals', 'Environmental', 'Puzzle']","['End Game Bonuses', 'Hexagon Grid', 'Open Drafting', 'Pattern Building', 'Solo / Solitaire Game', 'Tile Placement', 'Variable Set-up', 'Victory Points as a Resource']",Abstract Games,17
184267,On Mars,7.75035,2020,1,4,150,90,150,14,4.6725,"['City Building', 'Economic', 'Exploration', 'Science Fiction', 'Space Exploration', 'Territory Building']","['Closed Drafting', 'Contracts', 'Delayed Purchase', 'End Game Bonuses', 'Hand Management', 'Hexagon Grid', 'Income', 'Movement Points', 'Moving Multiple Units', 'Set Collection', 'Solo / Solitaire Game', 'Tech Trees / Tech Tracks', 'Tile Placement', 'Variable Phase Order', 'Worker Placement']",Strategy Games,16
221107,Pandemic Legacy: Season 2,7.7417,2017,2,4,60,60,60,14,3.2483,"['Environmental', 'Exploration', 'Medical', 'Science Fiction']","['Cooperative Game', 'Hand Management', 'Legacy Game', 'Pick-up and Deliver', 'Point to Point Movement', 'Set Collection', 'Tags', 'Trading', 'Variable Player Powers']",Strategy Games,10
205059,Mansions of Madness: Second Edition,7.73875,2016,1,5,180,120,180,14,2.6701,"['Adventure', 'Exploration', 'Fighting', 'Horror', 'Miniatures', 'Murder/Mystery', 'Puzzle']","['Area Movement', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Map Addition', 'Modular Board', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Stat Check Resolution', 'Traitor Game', 'Variable Player Powers']",Thematic Games,9
276025,Maracaibo,7.73748,2019,1,4,120,30,120,12,3.9085,"['Economic', 'Exploration', 'Pirates']","['Contracts', 'End Game Bonuses', 'Events', 'Hand Management', 'Income', 'Movement Points', 'Narrative Choice / Paragraph', 'Point to Point Movement', 'Scenario / Mission / Campaign Game', 'Set Collection', 'Solo / Solitaire Game', 'Stock Holding', 'Tech Trees / Tech Tracks', 'Track Movement', 'Variable Set-up']",Strategy Games,13
314040,Pandemic Legacy: Season 0,7.72905,2020,2,4,60,45,60,14,3.122,['Spies/Secret Agents'],"['Action Points', 'Cooperative Game', 'Hand Management', 'Legacy Game', 'Point to Point Movement', 'Scenario / Mission / Campaign Game', 'Set Collection', 'Tags', 'Trading', 'Variable Player Powers']",Strategy Games,5
521,Crokinole,7.72481,1876,2,4,30,30,30,8,1.2384,['Action / Dexterity'],"['Flicking', 'Team-Based Game']",Family Games,0
126163,Tzolk'in: The Mayan Calendar,7.721,2012,2,4,90,90,90,13,3.6692,"['Ancient', 'Civilization', 'Economic', 'Farming', 'Mythology']","['Bias', 'End Game Bonuses', 'Turn Order: Claim Action', 'Worker Placement']",Strategy Games,26
2651,Power Grid,7.71658,2004,2,6,120,120,120,12,3.2575,"['Economic', 'Industry / Manufacturing']","['Auction/Bidding', 'Auction: Turn Order Until Pass', 'Catch the Leader', 'Income', 'Market', 'Network and Route Building', 'Turn Order: Stat-Based', 'Variable Set-up']",Strategy Games,20
255984,Sleeping Gods,7.7083,2021,1,4,1200,60,1200,13,3.2237,"['Adventure', 'Exploration', 'Fantasy', 'Nautical']","['Action Points', 'Cooperative Game', 'Events', 'Hand Management', 'Narrative Choice / Paragraph', 'Push Your Luck', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Storytelling']",Thematic Games,13
161533,Lisboa,7.7082,2017,1,4,120,60,120,12,4.5893,"['City Building', 'Economic', 'Industry / Manufacturing', 'Political']","['Area Majority / Influence', 'Hand Management', 'Open Drafting', 'Solo / Solitaire Game', 'Tile Placement']",Strategy Games,21
284083,The Crew: The Quest for Planet Nine,7.70682,2019,2,5,20,20,20,10,1.9734,"['Card Game', 'Science Fiction', 'Space Exploration']","['Communication Limits', 'Cooperative Game', 'Hand Management', 'Scenario / Mission / Campaign Game', 'Trick-taking']",Family Games,35
284378,Kanban EV,7.70293,2020,1,4,180,60,180,14,4.3164,"['Economic', 'Industry / Manufacturing']","['Action Points', 'Hand Management', 'Variable Phase Order', 'Worker Placement']",Strategy Games,7
216132,Clans of Caledonia,7.69963,2017,1,4,120,30,120,12,3.4595,"['Economic', 'Farming']","['Commodity Speculation', 'Contracts', 'Market', 'Modular Board', 'Network and Route Building', 'Solo / Solitaire Game', 'Turn Order: Pass Order', 'Variable Player Powers']",Strategy Games,14
244521,The Quacks of Quedlinburg,7.69228,2018,2,4,45,45,45,10,1.9499,['Medieval'],"['Catch the Leader', 'Deck, Bag, and Pool Building', 'Delayed Purchase', 'Dice Rolling', 'Events', 'Market', 'Push Your Luck', 'Simultaneous Action Selection', 'Variable Set-up']",Family Games,25
35677,Le Havre,7.69116,2008,1,5,150,30,150,12,3.7302,"['City Building', 'Economic', 'Industry / Manufacturing', 'Nautical']","['Automatic Resource Growth', 'End Game Bonuses', 'Increase Value of Unchosen Resources', 'Loans', 'Ownership', 'Solo / Solitaire Game', 'Worker Placement']",Strategy Games,21
164153,Star Wars: Imperial Assault,7.68978,2014,1,5,120,60,120,14,3.3056,"['Adventure', 'Exploration', 'Fighting', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction', 'Wargame']","['Dice Rolling', 'Die Icon Resolution', 'Grid Movement', 'Line of Sight', 'Modular Board', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Square Grid', 'Team-Based Game', 'Variable Player Powers']",Thematic Games,13
209010,Mechs vs. Minions,7.68297,2016,2,4,120,60,120,14,2.4328,"['Fantasy', 'Fighting', 'Miniatures', 'Video Game Theme']","['Action Queue', 'Bias', 'Cooperative Game', 'Dice Rolling', 'Modular Board', 'Open Drafting', 'Programmed Movement', 'Role Playing', 'Slide/Push', 'Variable Player Powers']",Strategy Games,14
125153,The Gallerist,7.68282,2015,1,4,150,60,150,13,4.2623,['Economic'],"['Commodity Speculation', 'Investment', 'Set Collection', 'Solo / Solitaire Game', 'Victory Points as a Resource', 'Worker Placement']",Strategy Games,11
266810,Paladins of the West Kingdom,7.68155,2019,1,4,120,90,120,12,3.7074,['Medieval'],"['End Game Bonuses', 'Market', 'Open Drafting', 'Solo / Solitaire Game', 'Worker Placement', 'Worker Placement, Different Worker Types']",Strategy Games,7
55690,Kingdom Death: Monster,7.67171,2015,1,4,180,60,180,17,4.2625,"['Adventure', 'Fantasy', 'Horror', 'Mature / Adult', 'Miniatures', 'Mythology']","['Cooperative Game', 'Critical Hits and Failures', 'Dice Rolling', 'Grid Movement', 'Role Playing', 'Solo / Solitaire Game', 'Storytelling']",Thematic Games,6
124742,Android: Netrunner,7.65821,2012,2,2,45,45,45,14,3.4,"['Bluffing', 'Card Game', 'Collectible Components', 'Science Fiction']","['Action Points', 'Deck Construction', 'Hand Management', 'Race', 'Secret Unit Deployment', 'Take That', 'Variable Player Powers']",Customizable Games,12
182874,Grand Austria Hotel,7.65639,2015,2,4,120,60,120,12,3.215,['Economic'],"['Action Drafting', 'Contracts', 'Dice Rolling', 'End Game Bonuses', 'Hand Management', 'Set Collection', 'Variable Set-up']",Strategy Games,6
230802,Azul,7.65133,2017,2,4,45,30,45,8,1.7603,"['Abstract Strategy', 'Puzzle', 'Renaissance']","['End Game Bonuses', 'Open Drafting', 'Pattern Building', 'Tile Placement', 'Turn Order: Claim Action']",Abstract Games,47
72125,Eclipse,7.64034,2011,2,6,180,60,180,14,3.7035,"['Civilization', 'Fighting', 'Science Fiction', 'Space Exploration', 'Wargame']","['Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Map Addition', 'Modular Board', 'Player Elimination', 'Tile Placement', 'Variable Phase Order', 'Variable Player Powers']",Strategy Games,21
28143,Race for the Galaxy,7.63908,2007,2,4,60,30,60,12,2.9896,"['Card Game', 'Civilization', 'Economic', 'Science Fiction', 'Space Exploration']","['Follow', 'Hand Management', 'Income', 'Market', 'Multi-Use Cards', 'Set Collection', 'Simultaneous Action Selection', 'Tags', 'Turn Order: Role Order', 'Variable Phase Order', 'Variable Player Powers']",Strategy Games,16
191189,Aeon's End,7.63616,2016,1,4,60,60,60,14,2.7968,"['Card Game', 'Fantasy', 'Fighting', 'Science Fiction']","['Chit-Pull System', 'Cooperative Game', 'Deck, Bag, and Pool Building', 'Delayed Purchase', 'Hand Management', 'Open Drafting', 'Solo / Solitaire Game', 'Variable Phase Order', 'Variable Player Powers', 'Variable Set-up']",Strategy Games,8
201808,Clank!: A Deck-Building Adventure,7.6349,2016,2,4,60,30,60,12,2.2232,"['Adventure', 'Fantasy']","['Action Points', 'Deck, Bag, and Pool Building', 'Delayed Purchase', 'End Game Bonuses', 'Movement Points', 'Open Drafting', 'Player Elimination', 'Point to Point Movement', 'Push Your Luck', 'Variable Set-up']",Family Games,16
157354,Five Tribes,7.63105,2014,2,4,80,40,80,13,2.8526,"['Arabian', 'Fantasy', 'Mythology']","['Auction/Bidding', 'Constrained Bidding', 'End Game Bonuses', 'Hidden Victory Points', 'Mancala', 'Modular Board', 'Set Collection', 'Square Grid', 'Take That', 'Turn Order: Auction', 'Variable Player Powers', 'Variable Set-up', 'Victory Points as a Resource']",Strategy Games,20
200680,Agricola (Revised Edition),7.62757,2016,1,4,120,30,120,12,3.4715,"['Animals', 'Economic', 'Farming']","['Enclosure', 'Hand Management', 'Worker Placement', 'Advantage Token', 'Automatic Resource Growth', 'Closed Drafting', 'Increase Value of Unchosen Resources', 'Solo / Solitaire Game', 'Team-Based Game', 'Turn Order: Claim Action', 'Variable Player Powers']",Strategy Games,0
253344,Cthulhu: Death May Die,7.6263,2019,1,5,120,90,120,14,2.4245,"['Fantasy', 'Fighting', 'Horror', 'Miniatures', 'Novel-based']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Variable Player Powers']",Thematic Games,7
25613,Through the Ages: A Story of Civilization,7.62423,2006,2,4,120,120,120,12,4.1755,"['Civilization', 'Economic']","['Action Points', 'Auction/Bidding', 'Auction: Dutch', 'Hand Management', 'Open Drafting']",Strategy Games,13
